Date,Open,High,Low,Close,Volume,Normalized Date
2016-12-06,60.43,60.46,59.8,59.95,19907035,1.684931507
2016-12-07,60.01,61.38,59.8,61.37,30808969,1.687671233
2016-12-08,61.3,61.58,60.84,61.01,21220753,1.690410959
2016-12-09,61.18,61.99,61.13,61.97,27349356,1.693150685
2016-12-12,61.82,62.3,61.72,62.17,20198081,1.701369863
2016-12-13,62.5,63.42,62.24,62.98,35718868,1.704109589
2016-12-14,63,63.45,62.53,62.68,30352654,1.706849315
2016-12-15,62.7,63.15,62.3,62.58,27669868,1.709589041
2016-12-16,62.95,62.95,62.12,62.3,42453083,1.712328767
2016-12-19,62.56,63.77,62.42,63.62,34338219,1.720547945
2016-12-20,63.69,63.8,63.03,63.54,26028379,1.723287671
2016-12-21,63.43,63.7,63.12,63.54,17096304,1.726027397
2016-12-22,63.84,64.1,63.41,63.55,22176585,1.728767123
2016-12-23,63.45,63.54,62.8,63.24,12403819,1.731506849
2016-12-27,63.21,64.07,63.21,63.28,11763173,1.742465753
2016-12-28,63.4,63.4,62.83,62.99,14653348,1.745205479
2016-12-29,62.86,63.2,62.73,62.9,10250582,1.747945205
2016-12-30,62.96,62.99,62.03,62.14,25579908,1.750684932
2017-01-03,62.79,62.84,62.13,62.58,20694101,1.761643836
2017-01-04,62.48,62.75,62.12,62.3,21339969,1.764383562
2017-01-05,62.19,62.66,62.03,62.3,24875968,1.767123288
2017-01-06,62.3,63.15,62.04,62.84,19922919,1.769863014
2017-01-09,62.76,63.08,62.54,62.64,20382730,1.778082192
2017-01-10,62.73,63.07,62.28,62.62,18593004,1.780821918
2017-01-11,62.61,63.23,62.43,63.19,21517335,1.783561644
2017-01-12,63.06,63.4,61.95,62.61,20968223,1.78630137
2017-01-13,62.62,62.87,62.35,62.7,19422310,1.789041096
2017-01-17,62.68,62.7,62.03,62.53,20663983,1.8
2017-01-18,62.67,62.7,62.12,62.5,19670102,1.802739726
2017-01-19,62.24,62.98,62.2,62.3,18451655,1.805479452
2017-01-20,62.67,62.82,62.37,62.74,30213462,1.808219178
2017-01-23,62.7,63.12,62.57,62.96,23097581,1.816438356
2017-01-24,63.2,63.74,62.94,63.52,24672940,1.819178082
2017-01-25,63.95,64.1,63.45,63.68,24654933,1.821917808
2017-01-26,64.12,64.54,63.55,64.27,43554645,1.824657534
2017-01-27,65.39,65.91,64.89,65.78,44817972,1.82739726
2017-01-30,65.69,65.79,64.8,65.13,31651445,1.835616438
2017-01-31,64.86,65.15,64.26,64.65,25270549,1.838356164
2017-02-01,64.36,64.62,63.47,63.58,39671528,1.84109589
2017-02-02,63.25,63.41,62.75,63.17,45827013,1.843835616
2017-02-03,63.5,63.7,63.07,63.68,30301759,1.846575342
2017-02-06,63.5,63.65,63.14,63.64,19796360,1.854794521
2017-02-07,63.74,63.78,63.23,63.43,20277226,1.857534247
2017-02-08,63.57,63.81,63.22,63.34,18096358,1.860273973
2017-02-09,63.52,64.44,63.32,64.06,22644443,1.863013699
2017-02-10,64.25,64.3,63.98,64,18170729,1.865753425
2017-02-13,64.24,64.86,64.13,64.72,22920101,1.873972603
2017-02-14,64.41,64.72,64.02,64.57,23108426,1.876712329
2017-02-15,64.5,64.57,64.16,64.53,17005157,1.879452055
2017-02-16,64.74,65.24,64.44,64.52,20546345,1.882191781
2017-02-17,64.47,64.69,64.3,64.62,21248818,1.884931507
2017-02-21,64.61,64.95,64.45,64.49,20655869,1.895890411
2017-02-22,64.33,64.39,64.05,64.36,19292651,1.898630137
2017-02-23,64.42,64.73,64.19,64.62,20273128,1.901369863
2017-02-24,64.53,64.8,64.14,64.62,21796800,1.904109589
2017-02-27,64.54,64.54,64.05,64.23,15871507,1.912328767
2017-02-28,64.08,64.2,63.76,63.98,23239825,1.915068493
2017-03-01,64.13,64.99,64.02,64.94,26937459,1.917808219
2017-03-02,64.69,64.75,63.88,64.01,24539597,1.920547945
2017-03-03,63.99,64.28,63.62,64.25,18139405,1.923287671
2017-03-06,63.97,64.56,63.81,64.27,18750255,1.931506849
2017-03-07,64.19,64.78,64.19,64.4,18520987,1.934246575
2017-03-08,64.26,65.08,64.25,64.99,21510907,1.936986301
2017-03-09,65.19,65.2,64.48,64.73,19846832,1.939726027
2017-03-10,65.11,65.26,64.75,64.93,19538245,1.942465753
2017-03-13,65.14,65.19,64.57,64.71,20100035,1.950684932
2017-03-14,64.53,64.55,64.15,64.41,14280202,1.953424658
2017-03-15,64.55,64.92,64.25,64.75,24833810,1.956164384
2017-03-16,64.75,64.76,64.3,64.64,20674296,1.95890411
2017-03-17,64.91,65.24,64.68,64.87,49219686,1.961643836
2017-03-20,64.91,65.18,64.72,64.93,14598083,1.969863014
2017-03-21,65.19,65.5,64.13,64.21,26640480,1.97260274
2017-03-22,64.12,65.14,64.12,65.03,20680015,1.975342466
2017-03-23,64.94,65.24,64.77,64.87,19269203,1.978082192
2017-03-24,65.12,65.45,64.76,64.98,22617105,1.980821918
2017-03-27,64.63,65.22,64.35,65.1,18614662,1.989041096
2017-03-28,64.96,65.47,64.65,65.29,20080358,1.991780822
2017-03-29,65.12,65.5,64.95,65.47,13618424,1.994520548
2017-03-30,65.42,65.98,65.36,65.71,15122823,1.997260274
2017-03-31,65.65,66.19,65.45,65.86,21040331,2
